Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sale_HK,Customer_HK,Product_HK,Shipment_ID
Standard Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Paper,5.98,1,0.0,2.691,01e7592bf664cd3b970d88f8ab3a3a4ba8c082345279a6e5146c8d46137f84eb,68070b287aa41ac1532b8908db57168fda3960a8febb81b43663a745e8d8f395,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,2174c1e232ffe3a0dc867873717404ed95422a23d0c62d408ebbe20202625768
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,9.248,2,0.2,3.3524,41d12e8fd7b9eaf750fd508e3deee4e89f1f9342b32bc040f462ffad50d6fc7c,ec1a4f93fa7799e52c055f680ab67b7832d495949975977dc15d01959d6dfaf7,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,fcf64e84270d1a2c8326fa8581cebc123f5b84c704babae6be7267a3abc192dc
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,4.448,2,0.2,0.3336,c767fbc50e2e9dc841e83a3a922aef1203a9aee57fee37a64617f0da70b7956f,a9194f23730dea1a585709805afe6e11d9a83fa369619b257be89645bb9ee77c,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,e62f202755565af3466103a343dbb980c436e3e919030347f911387b718c29a7
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Paper,5.184,1,0.2,1.8144,c767fbc50e2e9dc841e83a3a922aef1203a9aee57fee37a64617f0da70b7956f,a9194f23730dea1a585709805afe6e11d9a83fa369619b257be89645bb9ee77c,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,e62f202755565af3466103a343dbb980c436e3e919030347f911387b718c29a7
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,175.92,5,0.2,15.393,c767fbc50e2e9dc841e83a3a922aef1203a9aee57fee37a64617f0da70b7956f,a9194f23730dea1a585709805afe6e11d9a83fa369619b257be89645bb9ee77c,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,e62f202755565af3466103a343dbb980c436e3e919030347f911387b718c29a7
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,4.752,4,0.8,-8.316,c767fbc50e2e9dc841e83a3a922aef1203a9aee57fee37a64617f0da70b7956f,a9194f23730dea1a585709805afe6e11d9a83fa369619b257be89645bb9ee77c,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,e62f202755565af3466103a343dbb980c436e3e919030347f911387b718c29a7
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Supplies,13.344,2,0.2,1.0008,c767fbc50e2e9dc841e83a3a922aef1203a9aee57fee37a64617f0da70b7956f,a9194f23730dea1a585709805afe6e11d9a83fa369619b257be89645bb9ee77c,6906e47c2f89fe681e6692a6bc13b57a3a0d7c705796e9f37e53edb621150473,e62f202755565af3466103a343dbb980c436e3e919030347f911387b718c29a7
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Envelopes,54.9,5,0.0,26.901,921788132989637e60dfe8202ebd771c9badf89c248ca872eebcac07d54fe16b,7ac972a6fb8d9933883047b0506c1f3baae6577a2a3c3708824207c192f02fdb,0ef9a41f595ba40f20b3a3f3bc67c9b4f7eb39bd8cbddb6b1a7ed9bdbc2af74d,25ef5aee97e0a8ab8e82ce7b414d92224929c8ee08a46377899ce33668883c65
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,22.911,7,0.7,-17.5651,f32c4fe8cc68f3cadf9dc9fefec4e52fff987ada7ed30b6d76b1c61693134ed7,207b11b3cd7eb51ecbba78e38381421ead2265679a3a8cf4cc65e100713d884f,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,4243bca20cdc393a3a61cd2e9e1b9e3d2441aeda4a79994ca67dc5f9ebb20d53
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Appliances,309.456,9,0.2,34.8138,f32c4fe8cc68f3cadf9dc9fefec4e52fff987ada7ed30b6d76b1c61693134ed7,207b11b3cd7eb51ecbba78e38381421ead2265679a3a8cf4cc65e100713d884f,9dd41cc5495c54f1715a54124bb37460bdd77b1aa49f2738274c5c4338d1e156,4243bca20cdc393a3a61cd2e9e1b9e3d2441aeda4a79994ca67dc5f9ebb20d53
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,19.456,4,0.2,3.4048,f32c4fe8cc68f3cadf9dc9fefec4e52fff987ada7ed30b6d76b1c61693134ed7,207b11b3cd7eb51ecbba78e38381421ead2265679a3a8cf4cc65e100713d884f,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,4243bca20cdc393a3a61cd2e9e1b9e3d2441aeda4a79994ca67dc5f9ebb20d53
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Furniture,Tables,472.518,3,0.4,-149.6307,f32c4fe8cc68f3cadf9dc9fefec4e52fff987ada7ed30b6d76b1c61693134ed7,207b11b3cd7eb51ecbba78e38381421ead2265679a3a8cf4cc65e100713d884f,ef836db9de0f9722653d1d2dabf92c642ec24dd5a546d1ff259cfc7504ca2584,4243bca20cdc393a3a61cd2e9e1b9e3d2441aeda4a79994ca67dc5f9ebb20d53
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,1012.68,3,0.2,303.804,f32c4fe8cc68f3cadf9dc9fefec4e52fff987ada7ed30b6d76b1c61693134ed7,207b11b3cd7eb51ecbba78e38381421ead2265679a3a8cf4cc65e100713d884f,42a6faf2bc6ba2f5d9a61dd0dbc753d7840fb08c9e3cf0c2300ab104adaee4eb,4243bca20cdc393a3a61cd2e9e1b9e3d2441aeda4a79994ca67dc5f9ebb20d53
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,17.22,5,0.7,-12.628,f32c4fe8cc68f3cadf9dc9fefec4e52fff987ada7ed30b6d76b1c61693134ed7,207b11b3cd7eb51ecbba78e38381421ead2265679a3a8cf4cc65e100713d884f,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,4243bca20cdc393a3a61cd2e9e1b9e3d2441aeda4a79994ca67dc5f9ebb20d53
Second Class,Corporate,United States,Concord,California,94521,West,Office Supplies,Art,3.52,2,0.0,1.6896,2acd0d6da30396833be621faf293f998bdfcddc84b63256c74c96c74c054c485,bd2ef1813fe1ac98a16ef51d31cf783f7bf2e62c468f61382cda360bf7ba973b,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,7aad0eb64208f3a12a99819440f7e9e1b0575a1ff449ea540a790b930f3b9fd6
Second Class,Corporate,United States,Concord,California,94521,West,Technology,Phones,1626.192,9,0.2,121.9644,2acd0d6da30396833be621faf293f998bdfcddc84b63256c74c96c74c054c485,bd2ef1813fe1ac98a16ef51d31cf783f7bf2e62c468f61382cda360bf7ba973b,cac0de0d8570bd732dde9e1ddb164c41177bd2f048bc29568da918ccaf63d026,7aad0eb64208f3a12a99819440f7e9e1b0575a1ff449ea540a790b930f3b9fd6
First Class,Corporate,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,8.595,5,0.7,-6.303,2fdc7e8b64dd69cdf14ddf14ad83c05336782181f69cd3ec68b3398fe7d300ad,fb559424cb2764ac3c8230d2f73d538278020df3b3edeab9a9a1ebe30ea19700,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,89b6e830e10674741eacdcfc8fa9208ff75ece5a273174d2fa0a5f908c39ab46
First Class,Corporate,United States,Chester,Pennsylvania,19013,East,Office Supplies,Supplies,190.896,2,0.2,-42.9516,2fdc7e8b64dd69cdf14ddf14ad83c05336782181f69cd3ec68b3398fe7d300ad,fb559424cb2764ac3c8230d2f73d538278020df3b3edeab9a9a1ebe30ea19700,6906e47c2f89fe681e6692a6bc13b57a3a0d7c705796e9f37e53edb621150473,89b6e830e10674741eacdcfc8fa9208ff75ece5a273174d2fa0a5f908c39ab46
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,99.87,3,0.0,23.9688,4f4e1c0538f95f8bd35d79ba61e61b7bd628c6754bdde57637c95ffbfc211fdd,d2610d1fae5629cbc74a50c56b09b327fda34d234a43b2abb4725aa24f5f7124,9fd7e5c50749b57a960c713ec78f948afda0a2eab56b53ab92f0c2b3f1a70677,1cd3cd47e8e396675a4a09772c0e90b7021f6fc1164f3cddcd7ca6b683b8cf5f
Second Class,Consumer,United States,Sparks,Nevada,89431,West,Office Supplies,Art,79.36,4,0.0,23.808,6f3fee7cbfa0afa6961c393f2cc923009fc5f884955550ba733637a007cb5fbe,b8981a6d21261b27ecd681fb4339e7c523ca8e771e296731ebaf177b8fc28893,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,1d73bed883b2b876b12261c139ea72894ded413447977363e347e1ab7a59ed21
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Phones,119.96,1,0.2,7.4975,c439807011166e8c82355cc78839349a26f4d362c9a13fbaa17be2954565ae8a,365300c4ab1c67483260725647fbc6f214684830d486db0aa64df66444d3cd5d,cac0de0d8570bd732dde9e1ddb164c41177bd2f048bc29568da918ccaf63d026,6723a788537143612d7f956d7910c32be7bddf1bf935e76d42662c3690c1731c
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Paper,106.32,3,0.0,49.9704,e38a4c748d1e83998724d9cce71e17af5af623f5be487d7067c392b891f0a040,34b51ef63ac0ff58199650e1d48decd435bc74b60f1650284e5cc9508f1594fe,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,f322635ecee268177f9cfe57526f27ff4dbe7cb775bf37307297d9776ca4aa1d
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Appliances,163.44,3,0.0,45.7632,e38a4c748d1e83998724d9cce71e17af5af623f5be487d7067c392b891f0a040,34b51ef63ac0ff58199650e1d48decd435bc74b60f1650284e5cc9508f1594fe,9dd41cc5495c54f1715a54124bb37460bdd77b1aa49f2738274c5c4338d1e156,f322635ecee268177f9cfe57526f27ff4dbe7cb775bf37307297d9776ca4aa1d
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,42.76,2,0.0,11.1176,e38a4c748d1e83998724d9cce71e17af5af623f5be487d7067c392b891f0a040,34b51ef63ac0ff58199650e1d48decd435bc74b60f1650284e5cc9508f1594fe,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,f322635ecee268177f9cfe57526f27ff4dbe7cb775bf37307297d9776ca4aa1d
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Paper,51.55,5,0.0,24.2285,e38a4c748d1e83998724d9cce71e17af5af623f5be487d7067c392b891f0a040,34b51ef63ac0ff58199650e1d48decd435bc74b60f1650284e5cc9508f1594fe,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,f322635ecee268177f9cfe57526f27ff4dbe7cb775bf37307297d9776ca4aa1d
Second Class,Consumer,United States,Decatur,Illinois,62521,Central,Technology,Accessories,479.952,6,0.2,89.991,e29f33ba94da7d172ac869eb61409ea34a3c2cffc79a6723075317d6a410ce65,f998c124f08696b87bfd1f3b48aef6aa760e77a4d2a93f0c35fa1623b4b3088b,42a6faf2bc6ba2f5d9a61dd0dbc753d7840fb08c9e3cf0c2300ab104adaee4eb,3ae25b0b68e33f9c01635741d888de6c51c8d401c673ca9f45b13bc7296781f6
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,146.688,6,0.2,55.008,9bf2cb7944509946e50c96533b36505b4a58e46aaf1c673e66f224030d0764db,08b3b90e69045f249d95567a397e04194bc79079aab225df54523f3edd6ec0c3,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,f604ccd08abe2dc706c5b04e992188163bf7edf2a5edb0857977246427297bb9
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,276.784,2,0.2,89.9548,9bf2cb7944509946e50c96533b36505b4a58e46aaf1c673e66f224030d0764db,08b3b90e69045f249d95567a397e04194bc79079aab225df54523f3edd6ec0c3,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,f604ccd08abe2dc706c5b04e992188163bf7edf2a5edb0857977246427297bb9
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,25.32,5,0.2,9.1785,9bf2cb7944509946e50c96533b36505b4a58e46aaf1c673e66f224030d0764db,08b3b90e69045f249d95567a397e04194bc79079aab225df54523f3edd6ec0c3,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,f604ccd08abe2dc706c5b04e992188163bf7edf2a5edb0857977246427297bb9
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,318.96,9,0.0,149.9112,1b8db1d747df2df90a1fc810ce41fb6aad75ce01df431a198bc3fb5f70dd2e38,61f58e60d5710b0665777db7851c7dc07249a5949aaa23e37955fd2eb355dffd,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,2187f5b211903fe32a06328b69489b05fab7d39de576d301bfbc7465125486d5
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,212.64,6,0.0,99.9408,9bf2cb7944509946e50c96533b36505b4a58e46aaf1c673e66f224030d0764db,08b3b90e69045f249d95567a397e04194bc79079aab225df54523f3edd6ec0c3,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,d139b6cd6b11ab0798d688fa22c3b445a52e56d67fe18bba48aeac76dd27b643
Standard Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,23.472,3,0.2,8.802,6cada9a8452154e050df23ab270e4eaaefe205429f79666010daf451567f21c5,8333ed73cfed35bdf26fb1df1e36cd94549d19cf785edb98a1ba9ea99e363f93,0ef9a41f595ba40f20b3a3f3bc67c9b4f7eb39bd8cbddb6b1a7ed9bdbc2af74d,40106e17a2f2c27324c40d9181905b180d39effb556398c5a7ebefd94203ec11
Second Class,Corporate,United States,Amarillo,Texas,79109,Central,Office Supplies,Paper,19.648,2,0.2,6.6312,4b0fba456bd7b4e0394225244af88d2402e74641db62a9011d5629a529d81f02,b9bbc7f825338d38bc678eebf723e8e164dd11c672095227e043c306f476a240,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,e8e8c12839d8d1986274bc72fc05db6313f101c207bac00bc137223d7df9118c
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,6.57,3,0.7,-5.037,27b58f8c75b398106958755c3a5b77d8e32e8a23d992a03afe29953b4546b20b,4f1e1d23f49b7d2d0784eea48f9233a1815aea4979ec1e5dc07d12d63131d4a5,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,524c1367572dd934cab2c18fb7dc83a872ff63dc63a3dc1e54b3d9cc831b7281
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Office Supplies,Storage,421.1,2,0.0,105.275,8229fce45dd0a542c66464a3fccd330c63217558427ffe1d02c562b40f54caf2,daedb535e8f7f24aad17dd289597cb50639852cd063dc78b1330da4c9c795f19,9fd7e5c50749b57a960c713ec78f948afda0a2eab56b53ab92f0c2b3f1a70677,8488299fa217bb8cc2e4c16c87c50277e7607b3aa44a4c77c9635ccca3c2fe4a
Second Class,Corporate,United States,Newark,Ohio,43055,East,Furniture,Chairs,760.116,6,0.3,-43.4352,b4c365df96a84e51bb5c9ecb545d99e2831758c2536fcd6c0d0a7db527ebd379,6dc879ade3a76327382c8cfe65fcaf9d34af2391a437e7121f8efc1d20d03b3d,1c1e670dff06ad1fb03679f3d2f33caa60dcc23e56df1721f2c24a340bc4d775,a5d46d1ff48619eead66a7dcfb191a807af5f495eb1853e62ce8e9d1ea3987d7
Second Class,Corporate,United States,Newark,Ohio,43055,East,Furniture,Furnishings,38.784,3,0.2,7.272,b4c365df96a84e51bb5c9ecb545d99e2831758c2536fcd6c0d0a7db527ebd379,6dc879ade3a76327382c8cfe65fcaf9d34af2391a437e7121f8efc1d20d03b3d,c670faa247577d88c07ddcec68dee6e33b6dcd0aa1e33c59ba856679bc485ee9,a5d46d1ff48619eead66a7dcfb191a807af5f495eb1853e62ce8e9d1ea3987d7
Second Class,Corporate,United States,Newark,Ohio,43055,East,Technology,Accessories,122.328,9,0.2,1.5291,b4c365df96a84e51bb5c9ecb545d99e2831758c2536fcd6c0d0a7db527ebd379,6dc879ade3a76327382c8cfe65fcaf9d34af2391a437e7121f8efc1d20d03b3d,42a6faf2bc6ba2f5d9a61dd0dbc753d7840fb08c9e3cf0c2300ab104adaee4eb,a5d46d1ff48619eead66a7dcfb191a807af5f495eb1853e62ce8e9d1ea3987d7
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,25.98,2,0.0,0.7794,073a927a8dd0f707a6be8ecc497d966dfe86f2b57f527194d6a6e9cd31d8ab3d,c29c6d1ca42a2ff175899a8a0edf3112d066baa91ccc6b8dbc82172d62d42f6b,cac0de0d8570bd732dde9e1ddb164c41177bd2f048bc29568da918ccaf63d026,ac293d3ae2d6cd9bc13a25ca435b42411a1a13f12778c135f673305fee1f58c1
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,3.28,2,0.0,1.476,073a927a8dd0f707a6be8ecc497d966dfe86f2b57f527194d6a6e9cd31d8ab3d,c29c6d1ca42a2ff175899a8a0edf3112d066baa91ccc6b8dbc82172d62d42f6b,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,ac293d3ae2d6cd9bc13a25ca435b42411a1a13f12778c135f673305fee1f58c1
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,459.88,4,0.0,13.7964,073a927a8dd0f707a6be8ecc497d966dfe86f2b57f527194d6a6e9cd31d8ab3d,c29c6d1ca42a2ff175899a8a0edf3112d066baa91ccc6b8dbc82172d62d42f6b,9fd7e5c50749b57a960c713ec78f948afda0a2eab56b53ab92f0c2b3f1a70677,ac293d3ae2d6cd9bc13a25ca435b42411a1a13f12778c135f673305fee1f58c1
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,7.76,2,0.0,2.2504,073a927a8dd0f707a6be8ecc497d966dfe86f2b57f527194d6a6e9cd31d8ab3d,c29c6d1ca42a2ff175899a8a0edf3112d066baa91ccc6b8dbc82172d62d42f6b,6906e47c2f89fe681e6692a6bc13b57a3a0d7c705796e9f37e53edb621150473,ac293d3ae2d6cd9bc13a25ca435b42411a1a13f12778c135f673305fee1f58c1
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,71.96,2,0.0,17.99,073a927a8dd0f707a6be8ecc497d966dfe86f2b57f527194d6a6e9cd31d8ab3d,c29c6d1ca42a2ff175899a8a0edf3112d066baa91ccc6b8dbc82172d62d42f6b,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,ac293d3ae2d6cd9bc13a25ca435b42411a1a13f12778c135f673305fee1f58c1
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,54.9,5,0.0,15.372,073a927a8dd0f707a6be8ecc497d966dfe86f2b57f527194d6a6e9cd31d8ab3d,c29c6d1ca42a2ff175899a8a0edf3112d066baa91ccc6b8dbc82172d62d42f6b,6906e47c2f89fe681e6692a6bc13b57a3a0d7c705796e9f37e53edb621150473,ac293d3ae2d6cd9bc13a25ca435b42411a1a13f12778c135f673305fee1f58c1
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,9.28,2,0.2,3.248,073a927a8dd0f707a6be8ecc497d966dfe86f2b57f527194d6a6e9cd31d8ab3d,c29c6d1ca42a2ff175899a8a0edf3112d066baa91ccc6b8dbc82172d62d42f6b,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,ac293d3ae2d6cd9bc13a25ca435b42411a1a13f12778c135f673305fee1f58c1
First Class,Corporate,United States,Henderson,Nevada,89015,West,Furniture,Tables,1685.88,6,0.0,320.3172,9c56f2651a2f43d3f29c7b09e419dae75b75f5704f8c8372fbb1c946be5d12c3,e558fb58b7c931d3ca5a179f66be653cfa69c98e57f3c10dd5b2a5b5905fb734,ef836db9de0f9722653d1d2dabf92c642ec24dd5a546d1ff259cfc7504ca2584,9839e9ce58e4c3299e3e140238d55f1322c44b8df1d8b9c6bdaa359606e77911
First Class,Corporate,United States,Henderson,Nevada,89015,West,Office Supplies,Binders,5.728,2,0.2,2.0048,9c56f2651a2f43d3f29c7b09e419dae75b75f5704f8c8372fbb1c946be5d12c3,e558fb58b7c931d3ca5a179f66be653cfa69c98e57f3c10dd5b2a5b5905fb734,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,9839e9ce58e4c3299e3e140238d55f1322c44b8df1d8b9c6bdaa359606e77911
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,61.96,2,0.0,27.882,e50fff3ea5d84198d6ef50f7786ce80d456e4b92518d67fe29509dca3a835d74,62daa4637a23d738e675045f6461e50fdb55092e245e547e0c4a0d5bf51d4015,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,41d5f105b7ed05cb64a54d6c2cc20615f0406d2ca2303ce87ff8d9fa4230f893
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,1.344,1,0.2,0.4704,e50fff3ea5d84198d6ef50f7786ce80d456e4b92518d67fe29509dca3a835d74,62daa4637a23d738e675045f6461e50fdb55092e245e547e0c4a0d5bf51d4015,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,41d5f105b7ed05cb64a54d6c2cc20615f0406d2ca2303ce87ff8d9fa4230f893
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,17.94,3,0.0,8.7906,9bf2cb7944509946e50c96533b36505b4a58e46aaf1c673e66f224030d0764db,2b52910ea8e758b156dfff28ed5b89c40766b28c0a1ee00808274800541a76f3,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,fc886ea1b85363a93875432ec870e8af47cc4d7e54fc4be88c9b79a3d1e8b0bf
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,13.904,2,0.2,4.5188,e50fff3ea5d84198d6ef50f7786ce80d456e4b92518d67fe29509dca3a835d74,d3d712542e9402dd78f8c4a6f7a03c5a16840811000e79eaeba705ef562cf0ba,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,6adb322e0cc620b84917ac0083ec3cf8a42330f2b85faf8275a2da1d56d8d3eb
Standard Class,Corporate,United States,Smyrna,Tennessee,37167,South,Office Supplies,Binders,67.194,1,0.7,-51.5154,29e8c191443234a61586831d12abdcbe5edea356d98428e9ff057385d16f7810,0baa0894a6cc0624ddf39a268b0ff50a61c92d52c2c92ba20ff667003e8de062,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,c7c8f9d1671a8c956efe40c3918d4f791939c048261810a53c592139060cb6af
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,41.86,7,0.0,18.837,921788132989637e60dfe8202ebd771c9badf89c248ca872eebcac07d54fe16b,7ac972a6fb8d9933883047b0506c1f3baae6577a2a3c3708824207c192f02fdb,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,25ef5aee97e0a8ab8e82ce7b414d92224929c8ee08a46377899ce33668883c65
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Bookcases,141.96,2,0.0,41.1684,921788132989637e60dfe8202ebd771c9badf89c248ca872eebcac07d54fe16b,7ac972a6fb8d9933883047b0506c1f3baae6577a2a3c3708824207c192f02fdb,6efa5e33128f0b4ff83694d072b80f0bdbddef88637710f4f7ef9ad8c222b56d,25ef5aee97e0a8ab8e82ce7b414d92224929c8ee08a46377899ce33668883c65
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,10.02,3,0.0,4.4088,073a927a8dd0f707a6be8ecc497d966dfe86f2b57f527194d6a6e9cd31d8ab3d,cb7bc45fe8f7f54959f99952ce84566c0de8479efd4d09913ae6d0c423cf9b13,c670faa247577d88c07ddcec68dee6e33b6dcd0aa1e33c59ba856679bc485ee9,01c8842a453c7587ddebc8b98b104e134d247d06b5b5dc4e464151dad75ae870
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,144.12,3,0.0,69.1776,073a927a8dd0f707a6be8ecc497d966dfe86f2b57f527194d6a6e9cd31d8ab3d,cb7bc45fe8f7f54959f99952ce84566c0de8479efd4d09913ae6d0c423cf9b13,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,01c8842a453c7587ddebc8b98b104e134d247d06b5b5dc4e464151dad75ae870
Second Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,17.94,3,0.0,8.7906,27301bd8942989120049bb25e7908a0f1861df12d29efdc7226bddf9f9292237,c087551686c243abce0e29be925649b54aba25d0d748795c48bcc314c6137fed,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,505a95d1f585a0d6969c3f4e77988b6824e77d3eeb5d782863ed809964d76692
Second Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,13.89,3,0.0,4.5837,27301bd8942989120049bb25e7908a0f1861df12d29efdc7226bddf9f9292237,c087551686c243abce0e29be925649b54aba25d0d748795c48bcc314c6137fed,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,505a95d1f585a0d6969c3f4e77988b6824e77d3eeb5d782863ed809964d76692
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,16.45,5,0.0,7.567,103698d8079fb09df270dc8684c99386a3b80d150e63be0f4ded108a4184987a,1ef24ee1a6a6a96a3e652e0908852258676600b71c708c4762b0e69baf07e52a,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,bda06bfd4612dfc75dcb3d173f42305c6aeaeb2fc6eff02651304ff1e801e79d
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,Furnishings,19.92,4,0.0,6.5736,103698d8079fb09df270dc8684c99386a3b80d150e63be0f4ded108a4184987a,1ef24ee1a6a6a96a3e652e0908852258676600b71c708c4762b0e69baf07e52a,c670faa247577d88c07ddcec68dee6e33b6dcd0aa1e33c59ba856679bc485ee9,bda06bfd4612dfc75dcb3d173f42305c6aeaeb2fc6eff02651304ff1e801e79d
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Technology,Accessories,35.168,4,0.2,8.3524,d7c6dd51c6f966021840f873f7a59a99ef49aad90bba796a3b291c11f7e9da34,b338139508e091478f5c042ccf3a8387084ea0d2177b0b10f96bd4087987f915,42a6faf2bc6ba2f5d9a61dd0dbc753d7840fb08c9e3cf0c2300ab104adaee4eb,08e34f49aed3f6bdeba174605f13bf8a0f3b2a22c6073961f5a36ccb4fd319bc
